,PassengerId,Name,Title,Sex,Age,AgeCategory,FamilyMembers,Pclass,Ticket,Fare,Embarked,C,Q,S,Survived
417,418,"Silven, Miss. Lyyli Karoliina",Miss,0,18.0,Teenager,2,2,250652,13.0,S,0.0,0.0,1.0,1
418,419,"Matthews, Mr. William John",Mr,1,30.0,Youngadult,0,2,28228,13.0,S,0.0,0.0,1.0,0
419,420,"Van Impe, Miss. Catharina",Miss,0,10.0,Child,2,3,345773,24.15,S,0.0,0.0,1.0,0
420,421,"Gheorgheff, Mr. Stanio",Mr,1,28.0,Youngadult,0,3,349254,7.8958,C,1.0,0.0,0.0,0
421,422,"Charters, Mr. David",Mr,1,21.0,Teenager,0,3,A/5. 13032,7.7333,Q,0.0,1.0,0.0,0
422,423,"Zimmerman, Mr. Leo",Mr,1,29.0,Youngadult,0,3,315082,7.875,S,0.0,0.0,1.0,0
423,424,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Mrs,0,28.0,Youngadult,2,3,347080,14.4,S,0.0,0.0,1.0,0
424,425,"Rosblom, Mr. Viktor Richard",Mr,1,18.0,Teenager,2,3,370129,20.2125,S,0.0,0.0,1.0,0
425,426,"Wiseman, Mr. Phillippe",Mr,1,28.0,Youngadult,0,3,A/4. 34244,7.25,S,0.0,0.0,1.0,0
426,427,"Clarke, Mrs. Charles V (Ada Maria Winfield)",Mrs,0,28.0,Youngadult,1,2,2003,26.0,S,0.0,0.0,1.0,1
427,428,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Miss,0,19.0,Teenager,0,2,250655,26.0,S,0.0,0.0,1.0,1
428,429,"Flynn, Mr. James",Mr,1,28.0,Youngadult,0,3,364851,7.75,Q,0.0,1.0,0.0,0
429,430,"Pickard, Mr. Berk (Berk Trembisky)",Mr,1,32.0,Youngadult,0,3,SOTON/O.Q. 392078,8.05,S,0.0,0.0,1.0,1
430,431,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",Mr,1,28.0,Youngadult,0,1,110564,26.55,S,0.0,0.0,1.0,1
431,432,"Thorneycroft, Mrs. Percival (Florence Kate White)",Mrs,0,28.0,Youngadult,1,3,376564,16.1,S,0.0,0.0,1.0,1
432,433,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",Mrs,0,42.0,Adult,1,2,SC/AH 3085,26.0,S,0.0,0.0,1.0,1
433,434,"Kallio, Mr. Nikolai Erland",Mr,1,17.0,Teenager,0,3,STON/O 2. 3101274,7.125,S,0.0,0.0,1.0,0
434,435,"Silvey, Mr. William Baird",Mr,1,50.0,Adult,1,1,13507,55.9,S,0.0,0.0,1.0,0
435,436,"Carter, Miss. Lucile Polk",Miss,0,14.0,Teenager,3,1,113760,120.0,S,0.0,0.0,1.0,1
436,437,"Ford, Miss. Doolina Margaret ""Daisy""",Miss,0,21.0,Teenager,4,3,W./C. 6608,34.375,S,0.0,0.0,1.0,0
437,438,"Richards, Mrs. Sidney (Emily Hocking)",Mrs,0,24.0,Teenager,5,2,29106,18.75,S,0.0,0.0,1.0,1
438,439,"Fortune, Mr. Mark",Mr,1,64.0,Elderly,5,1,19950,263.0,S,0.0,0.0,1.0,0
439,440,"Kvillner, Mr. Johan Henrik Johannesson",Mr,1,31.0,Youngadult,0,2,C.A. 18723,10.5,S,0.0,0.0,1.0,0
440,441,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",Mrs,0,45.0,Adult,2,2,F.C.C. 13529,26.25,S,0.0,0.0,1.0,1
441,442,"Hampe, Mr. Leon",Mr,1,20.0,Teenager,0,3,345769,9.5,S,0.0,0.0,1.0,0
442,443,"Petterson, Mr. Johan Emil",Mr,1,25.0,Teenager,1,3,347076,7.775,S,0.0,0.0,1.0,0
443,444,"Reynaldo, Ms. Encarnacion",Miss,0,28.0,Youngadult,0,2,230434,13.0,S,0.0,0.0,1.0,1
444,445,"Johannesen-Bratthammer, Mr. Bernt",Mr,1,28.0,Youngadult,0,3,65306,8.1125,S,0.0,0.0,1.0,1
445,446,"Dodge, Master. Washington",Master,1,4.0,Child,2,1,33638,81.8583,S,0.0,0.0,1.0,1
446,447,"Mellinger, Miss. Madeleine Violet",Miss,0,13.0,Teenager,1,2,250644,19.5,S,0.0,0.0,1.0,1
447,448,"Seward, Mr. Frederic Kimber",Mr,1,34.0,Youngadult,0,1,113794,26.55,S,0.0,0.0,1.0,1
448,449,"Baclini, Miss. Marie Catherine",Miss,0,5.0,Child,3,3,2666,19.2583,C,1.0,0.0,0.0,1
449,450,"Peuchen, Major. Arthur Godfrey",Officer,1,52.0,Adult,0,1,113786,30.5,S,0.0,0.0,1.0,1
450,451,"West, Mr. Edwy Arthur",Mr,1,36.0,Adult,3,2,C.A. 34651,27.75,S,0.0,0.0,1.0,0
451,452,"Hagland, Mr. Ingvald Olai Olsen",Mr,1,28.0,Youngadult,1,3,65303,19.9667,S,0.0,0.0,1.0,0
452,453,"Foreman, Mr. Benjamin Laventall",Mr,1,30.0,Youngadult,0,1,113051,27.75,C,1.0,0.0,0.0,0
453,454,"Goldenberg, Mr. Samuel L",Mr,1,49.0,Adult,1,1,17453,89.1042,C,1.0,0.0,0.0,1
454,455,"Peduzzi, Mr. Joseph",Mr,1,28.0,Youngadult,0,3,A/5 2817,8.05,S,0.0,0.0,1.0,0
455,456,"Jalsevac, Mr. Ivan",Mr,1,29.0,Youngadult,0,3,349240,7.8958,C,1.0,0.0,0.0,1
456,457,"Millet, Mr. Francis Davis",Mr,1,65.0,Elderly,0,1,13509,26.55,S,0.0,0.0,1.0,0
457,458,"Kenyon, Mrs. Frederick R (Marion)",Mrs,0,28.0,Youngadult,1,1,17464,51.8625,S,0.0,0.0,1.0,1
458,459,"Toomey, Miss. Ellen",Miss,0,50.0,Adult,0,2,F.C.C. 13531,10.5,S,0.0,0.0,1.0,1
459,460,"O'Connor, Mr. Maurice",Mr,1,28.0,Youngadult,0,3,371060,7.75,Q,0.0,1.0,0.0,0
460,461,"Anderson, Mr. Harry",Mr,1,48.0,Adult,0,1,19952,26.55,S,0.0,0.0,1.0,1
461,462,"Morley, Mr. William",Mr,1,34.0,Youngadult,0,3,364506,8.05,S,0.0,0.0,1.0,0
462,463,"Gee, Mr. Arthur H",Mr,1,47.0,Adult,0,1,111320,38.5,S,0.0,0.0,1.0,0
463,464,"Milling, Mr. Jacob Christian",Mr,1,48.0,Adult,0,2,234360,13.0,S,0.0,0.0,1.0,0
464,465,"Maisner, Mr. Simon",Mr,1,28.0,Youngadult,0,3,A/S 2816,8.05,S,0.0,0.0,1.0,0
465,466,"Goncalves, Mr. Manuel Estanslas",Mr,1,38.0,Adult,0,3,SOTON/O.Q. 3101306,7.05,S,0.0,0.0,1.0,0
466,467,"Campbell, Mr. William",Mr,1,28.0,Youngadult,0,2,239853,0.0,S,0.0,0.0,1.0,0
467,468,"Smart, Mr. John Montgomery",Mr,1,56.0,Adult,0,1,113792,26.55,S,0.0,0.0,1.0,0
468,469,"Scanlan, Mr. James",Mr,1,28.0,Youngadult,0,3,36209,7.725,Q,0.0,1.0,0.0,0
469,470,"Baclini, Miss. Helene Barbara",Miss,0,0.75,Child,3,3,2666,19.2583,C,1.0,0.0,0.0,1
470,471,"Keefe, Mr. Arthur",Mr,1,28.0,Youngadult,0,3,323592,7.25,S,0.0,0.0,1.0,0
471,472,"Cacic, Mr. Luka",Mr,1,38.0,Adult,0,3,315089,8.6625,S,0.0,0.0,1.0,0
472,473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",Mrs,0,33.0,Youngadult,3,2,C.A. 34651,27.75,S,0.0,0.0,1.0,1
473,474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",Mrs,0,23.0,Teenager,0,2,SC/AH Basle 541,13.7917,C,1.0,0.0,0.0,1
474,475,"Strandberg, Miss. Ida Sofia",Miss,0,22.0,Teenager,0,3,7553,9.8375,S,0.0,0.0,1.0,0
475,476,"Clifford, Mr. George Quincy",Mr,1,28.0,Youngadult,0,1,110465,52.0,S,0.0,0.0,1.0,0
476,477,"Renouf, Mr. Peter Henry",Mr,1,34.0,Youngadult,1,2,31027,21.0,S,0.0,0.0,1.0,0
477,478,"Braund, Mr. Lewis Richard",Mr,1,29.0,Youngadult,1,3,3460,7.0458,S,0.0,0.0,1.0,0
478,479,"Karlsson, Mr. Nils August",Mr,1,22.0,Teenager,0,3,350060,7.5208,S,0.0,0.0,1.0,0
479,480,"Hirvonen, Miss. Hildur E",Miss,0,2.0,Child,1,3,3101298,12.2875,S,0.0,0.0,1.0,1
480,481,"Goodwin, Master. Harold Victor",Master,1,9.0,Child,7,3,CA 2144,46.9,S,0.0,0.0,1.0,0
481,482,"Frost, Mr. Anthony Wood ""Archie""",Mr,1,28.0,Youngadult,0,2,239854,0.0,S,0.0,0.0,1.0,0
482,483,"Rouse, Mr. Richard Henry",Mr,1,50.0,Adult,0,3,A/5 3594,8.05,S,0.0,0.0,1.0,0
483,484,"Turkula, Mrs. (Hedwig)",Mrs,0,63.0,Elderly,0,3,4134,9.5875,S,0.0,0.0,1.0,1
484,485,"Bishop, Mr. Dickinson H",Mr,1,25.0,Teenager,1,1,11967,91.0792,C,1.0,0.0,0.0,1
485,486,"Lefebre, Miss. Jeannie",Miss,0,28.0,Youngadult,4,3,4133,25.4667,S,0.0,0.0,1.0,0
486,487,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",Mrs,0,35.0,Youngadult,1,1,19943,90.0,S,0.0,0.0,1.0,1
487,488,"Kent, Mr. Edward Austin",Mr,1,58.0,Adult,0,1,11771,29.7,C,1.0,0.0,0.0,0
488,489,"Somerton, Mr. Francis William",Mr,1,30.0,Youngadult,0,3,A.5. 18509,8.05,S,0.0,0.0,1.0,0
489,490,"Coutts, Master. Eden Leslie ""Neville""",Master,1,9.0,Child,2,3,C.A. 37671,15.9,S,0.0,0.0,1.0,1
490,491,"Hagland, Mr. Konrad Mathias Reiersen",Mr,1,28.0,Youngadult,1,3,65304,19.9667,S,0.0,0.0,1.0,0
491,492,"Windelov, Mr. Einar",Mr,1,21.0,Teenager,0,3,SOTON/OQ 3101317,7.25,S,0.0,0.0,1.0,0
492,493,"Molson, Mr. Harry Markland",Mr,1,55.0,Adult,0,1,113787,30.5,S,0.0,0.0,1.0,0
493,494,"Artagaveytia, Mr. Ramon",Mr,1,71.0,Elderly,0,1,PC 17609,49.5042,C,1.0,0.0,0.0,0
494,495,"Stanley, Mr. Edward Roland",Mr,1,21.0,Teenager,0,3,A/4 45380,8.05,S,0.0,0.0,1.0,0
495,496,"Yousseff, Mr. Gerious",Mr,1,28.0,Youngadult,0,3,2627,14.4583,C,1.0,0.0,0.0,0
496,497,"Eustis, Miss. Elizabeth Mussey",Miss,0,54.0,Adult,1,1,36947,78.2667,C,1.0,0.0,0.0,1
497,498,"Shellard, Mr. Frederick William",Mr,1,28.0,Youngadult,0,3,C.A. 6212,15.1,S,0.0,0.0,1.0,0
498,499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",Mrs,0,25.0,Teenager,3,1,113781,151.55,S,0.0,0.0,1.0,0
499,500,"Svensson, Mr. Olof",Mr,1,24.0,Teenager,0,3,350035,7.7958,S,0.0,0.0,1.0,0
500,501,"Calic, Mr. Petar",Mr,1,17.0,Teenager,0,3,315086,8.6625,S,0.0,0.0,1.0,0
501,502,"Canavan, Miss. Mary",Miss,0,21.0,Teenager,0,3,364846,7.75,Q,0.0,1.0,0.0,0
502,503,"O'Sullivan, Miss. Bridget Mary",Miss,0,28.0,Youngadult,0,3,330909,7.6292,Q,0.0,1.0,0.0,0
503,504,"Laitinen, Miss. Kristina Sofia",Miss,0,37.0,Adult,0,3,4135,9.5875,S,0.0,0.0,1.0,0
504,505,"Maioni, Miss. Roberta",Miss,0,16.0,Teenager,0,1,110152,86.5,S,0.0,0.0,1.0,1
505,506,"Penasco y Castellana, Mr. Victor de Satode",Mr,1,18.0,Teenager,1,1,PC 17758,108.9,C,1.0,0.0,0.0,0
506,507,"Quick, Mrs. Frederick Charles (Jane Richards)",Mrs,0,33.0,Youngadult,2,2,26360,26.0,S,0.0,0.0,1.0,1
507,508,"Bradley, Mr. George (""George Arthur Brayton"")",Mr,1,28.0,Youngadult,0,1,111427,26.55,S,0.0,0.0,1.0,1
508,509,"Olsen, Mr. Henry Margido",Mr,1,28.0,Youngadult,0,3,C 4001,22.525,S,0.0,0.0,1.0,0
509,510,"Lang, Mr. Fang",Mr,1,26.0,Youngadult,0,3,1601,56.4958,S,0.0,0.0,1.0,1
510,511,"Daly, Mr. Eugene Patrick",Mr,1,29.0,Youngadult,0,3,382651,7.75,Q,0.0,1.0,0.0,1
511,512,"Webber, Mr. James",Mr,1,28.0,Youngadult,0,3,SOTON/OQ 3101316,8.05,S,0.0,0.0,1.0,0
512,513,"McGough, Mr. James Robert",Mr,1,36.0,Adult,0,1,PC 17473,26.2875,S,0.0,0.0,1.0,1
513,514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",Mrs,0,54.0,Adult,1,1,PC 17603,59.4,C,1.0,0.0,0.0,1
514,515,"Coleff, Mr. Satio",Mr,1,24.0,Teenager,0,3,349209,7.4958,S,0.0,0.0,1.0,0
515,516,"Walker, Mr. William Anderson",Mr,1,47.0,Adult,0,1,36967,34.0208,S,0.0,0.0,1.0,0
516,517,"Lemore, Mrs. (Amelia Milley)",Mrs,0,34.0,Youngadult,0,2,C.A. 34260,10.5,S,0.0,0.0,1.0,1
517,518,"Ryan, Mr. Patrick",Mr,1,28.0,Youngadult,0,3,371110,24.15,Q,0.0,1.0,0.0,0
518,519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",Mrs,0,36.0,Adult,1,2,226875,26.0,S,0.0,0.0,1.0,1
519,520,"Pavlovic, Mr. Stefo",Mr,1,32.0,Youngadult,0,3,349242,7.8958,S,0.0,0.0,1.0,0
520,521,"Perreault, Miss. Anne",Miss,0,30.0,Youngadult,0,1,12749,93.5,S,0.0,0.0,1.0,1
521,522,"Vovk, Mr. Janko",Mr,1,22.0,Teenager,0,3,349252,7.8958,S,0.0,0.0,1.0,0
522,523,"Lahoud, Mr. Sarkis",Mr,1,28.0,Youngadult,0,3,2624,7.225,C,1.0,0.0,0.0,0
523,524,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",Mrs,0,44.0,Adult,1,1,111361,57.9792,C,1.0,0.0,0.0,1
524,525,"Kassem, Mr. Fared",Mr,1,28.0,Youngadult,0,3,2700,7.2292,C,1.0,0.0,0.0,0
525,526,"Farrell, Mr. James",Mr,1,40.5,Adult,0,3,367232,7.75,Q,0.0,1.0,0.0,0
526,527,"Ridsdale, Miss. Lucy",Miss,0,50.0,Adult,0,2,W./C. 14258,10.5,S,0.0,0.0,1.0,1
527,528,"Farthing, Mr. John",Mr,1,28.0,Youngadult,0,1,PC 17483,221.7792,S,0.0,0.0,1.0,0
528,529,"Salonen, Mr. Johan Werner",Mr,1,39.0,Adult,0,3,3101296,7.925,S,0.0,0.0,1.0,0
529,530,"Hocking, Mr. Richard George",Mr,1,23.0,Teenager,3,2,29104,11.5,S,0.0,0.0,1.0,0
530,531,"Quick, Miss. Phyllis May",Miss,0,2.0,Child,2,2,26360,26.0,S,0.0,0.0,1.0,1
531,532,"Toufik, Mr. Nakli",Mr,1,28.0,Youngadult,0,3,2641,7.2292,C,1.0,0.0,0.0,0
532,533,"Elias, Mr. Joseph Jr",Mr,1,17.0,Teenager,2,3,2690,7.2292,C,1.0,0.0,0.0,0
533,534,"Peter, Mrs. Catherine (Catherine Rizk)",Mrs,0,28.0,Youngadult,2,3,2668,22.3583,C,1.0,0.0,0.0,1
534,535,"Cacic, Miss. Marija",Miss,0,30.0,Youngadult,0,3,315084,8.6625,S,0.0,0.0,1.0,0
535,536,"Hart, Miss. Eva Miriam",Miss,0,7.0,Child,2,2,F.C.C. 13529,26.25,S,0.0,0.0,1.0,1
536,537,"Butt, Major. Archibald Willingham",Officer,1,45.0,Adult,0,1,113050,26.55,S,0.0,0.0,1.0,0
537,538,"LeRoy, Miss. Bertha",Miss,0,30.0,Youngadult,0,1,PC 17761,106.425,C,1.0,0.0,0.0,1
538,539,"Risien, Mr. Samuel Beard",Mr,1,28.0,Youngadult,0,3,364498,14.5,S,0.0,0.0,1.0,0
539,540,"Frolicher, Miss. Hedwig Margaritha",Miss,0,22.0,Teenager,2,1,13568,49.5,C,1.0,0.0,0.0,1
540,541,"Crosby, Miss. Harriet R",Miss,0,36.0,Adult,2,1,WE/P 5735,71.0,S,0.0,0.0,1.0,1
541,542,"Andersson, Miss. Ingeborg Constanzia",Miss,0,9.0,Child,6,3,347082,31.275,S,0.0,0.0,1.0,0
542,543,"Andersson, Miss. Sigrid Elisabeth",Miss,0,11.0,Child,6,3,347082,31.275,S,0.0,0.0,1.0,0
543,544,"Beane, Mr. Edward",Mr,1,32.0,Youngadult,1,2,2908,26.0,S,0.0,0.0,1.0,1
544,545,"Douglas, Mr. Walter Donald",Mr,1,50.0,Adult,1,1,PC 17761,106.425,C,1.0,0.0,0.0,0
545,546,"Nicholson, Mr. Arthur Ernest",Mr,1,64.0,Elderly,0,1,693,26.0,S,0.0,0.0,1.0,0
546,547,"Beane, Mrs. Edward (Ethel Clarke)",Mrs,0,19.0,Teenager,1,2,2908,26.0,S,0.0,0.0,1.0,1
547,548,"Padro y Manent, Mr. Julian",Mr,1,28.0,Youngadult,0,2,SC/PARIS 2146,13.8625,C,1.0,0.0,0.0,1
548,549,"Goldsmith, Mr. Frank John",Mr,1,33.0,Youngadult,2,3,363291,20.525,S,0.0,0.0,1.0,0
549,550,"Davies, Master. John Morgan Jr",Master,1,8.0,Child,2,2,C.A. 33112,36.75,S,0.0,0.0,1.0,1
550,551,"Thayer, Mr. John Borland Jr",Mr,1,17.0,Teenager,2,1,17421,110.8833,C,1.0,0.0,0.0,1
551,552,"Sharp, Mr. Percival James R",Mr,1,27.0,Youngadult,0,2,244358,26.0,S,0.0,0.0,1.0,0
552,553,"O'Brien, Mr. Timothy",Mr,1,28.0,Youngadult,0,3,330979,7.8292,Q,0.0,1.0,0.0,0
553,554,"Leeni, Mr. Fahim (""Philip Zenni"")",Mr,1,22.0,Teenager,0,3,2620,7.225,C,1.0,0.0,0.0,1
554,555,"Ohman, Miss. Velin",Miss,0,22.0,Teenager,0,3,347085,7.775,S,0.0,0.0,1.0,1
555,556,"Wright, Mr. George",Mr,1,62.0,Elderly,0,1,113807,26.55,S,0.0,0.0,1.0,0
556,557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",Royalty,0,48.0,Adult,1,1,11755,39.6,C,1.0,0.0,0.0,1
557,558,"Robbins, Mr. Victor",Mr,1,28.0,Youngadult,0,1,PC 17757,227.525,C,1.0,0.0,0.0,0
558,559,"Taussig, Mrs. Emil (Tillie Mandelbaum)",Mrs,0,39.0,Adult,2,1,110413,79.65,S,0.0,0.0,1.0,1
559,560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Mrs,0,36.0,Adult,1,3,345572,17.4,S,0.0,0.0,1.0,1
560,561,"Morrow, Mr. Thomas Rowan",Mr,1,28.0,Youngadult,0,3,372622,7.75,Q,0.0,1.0,0.0,0
561,562,"Sivic, Mr. Husein",Mr,1,40.0,Adult,0,3,349251,7.8958,S,0.0,0.0,1.0,0
562,563,"Norman, Mr. Robert Douglas",Mr,1,28.0,Youngadult,0,2,218629,13.5,S,0.0,0.0,1.0,0
563,564,"Simmons, Mr. John",Mr,1,28.0,Youngadult,0,3,SOTON/OQ 392082,8.05,S,0.0,0.0,1.0,0
564,565,"Meanwell, Miss. (Marion Ogden)",Miss,0,28.0,Youngadult,0,3,SOTON/O.Q. 392087,8.05,S,0.0,0.0,1.0,0
565,566,"Davies, Mr. Alfred J",Mr,1,24.0,Teenager,2,3,A/4 48871,24.15,S,0.0,0.0,1.0,0
566,567,"Stoytcheff, Mr. Ilia",Mr,1,19.0,Teenager,0,3,349205,7.8958,S,0.0,0.0,1.0,0
567,568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Mrs,0,29.0,Youngadult,4,3,349909,21.075,S,0.0,0.0,1.0,0
568,569,"Doharr, Mr. Tannous",Mr,1,28.0,Youngadult,0,3,2686,7.2292,C,1.0,0.0,0.0,0
569,570,"Jonsson, Mr. Carl",Mr,1,32.0,Youngadult,0,3,350417,7.8542,S,0.0,0.0,1.0,1
570,571,"Harris, Mr. George",Mr,1,62.0,Elderly,0,2,S.W./PP 752,10.5,S,0.0,0.0,1.0,1
571,572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",Mrs,0,53.0,Adult,2,1,11769,51.4792,S,0.0,0.0,1.0,1
572,573,"Flynn, Mr. John Irwin (""Irving"")",Mr,1,36.0,Adult,0,1,PC 17474,26.3875,S,0.0,0.0,1.0,1
573,574,"Kelly, Miss. Mary",Miss,0,28.0,Youngadult,0,3,14312,7.75,Q,0.0,1.0,0.0,1
574,575,"Rush, Mr. Alfred George John",Mr,1,16.0,Teenager,0,3,A/4. 20589,8.05,S,0.0,0.0,1.0,0
575,576,"Patchett, Mr. George",Mr,1,19.0,Teenager,0,3,358585,14.5,S,0.0,0.0,1.0,0
576,577,"Garside, Miss. Ethel",Miss,0,34.0,Youngadult,0,2,243880,13.0,S,0.0,0.0,1.0,1
577,578,"Silvey, Mrs. William Baird (Alice Munger)",Mrs,0,39.0,Adult,1,1,13507,55.9,S,0.0,0.0,1.0,1
578,579,"Caram, Mrs. Joseph (Maria Elias)",Mrs,0,28.0,Youngadult,1,3,2689,14.4583,C,1.0,0.0,0.0,0
579,580,"Jussila, Mr. Eiriik",Mr,1,32.0,Youngadult,0,3,STON/O 2. 3101286,7.925,S,0.0,0.0,1.0,1
580,581,"Christy, Miss. Julie Rachel",Miss,0,25.0,Teenager,2,2,237789,30.0,S,0.0,0.0,1.0,1
581,582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",Mrs,0,39.0,Adult,2,1,17421,110.8833,C,1.0,0.0,0.0,1
582,583,"Downton, Mr. William James",Mr,1,54.0,Adult,0,2,28403,26.0,S,0.0,0.0,1.0,0
583,584,"Ross, Mr. John Hugo",Mr,1,36.0,Adult,0,1,13049,40.125,C,1.0,0.0,0.0,0
584,585,"Paulner, Mr. Uscher",Mr,1,28.0,Youngadult,0,3,3411,8.7125,C,1.0,0.0,0.0,0
585,586,"Taussig, Miss. Ruth",Miss,0,18.0,Teenager,2,1,110413,79.65,S,0.0,0.0,1.0,1
586,587,"Jarvis, Mr. John Denzil",Mr,1,47.0,Adult,0,2,237565,15.0,S,0.0,0.0,1.0,0
587,588,"Frolicher-Stehli, Mr. Maxmillian",Mr,1,60.0,Adult,2,1,13567,79.2,C,1.0,0.0,0.0,1
588,589,"Gilinski, Mr. Eliezer",Mr,1,22.0,Teenager,0,3,14973,8.05,S,0.0,0.0,1.0,0
589,590,"Murdlin, Mr. Joseph",Mr,1,28.0,Youngadult,0,3,A./5. 3235,8.05,S,0.0,0.0,1.0,0
590,591,"Rintamaki, Mr. Matti",Mr,1,35.0,Youngadult,0,3,STON/O 2. 3101273,7.125,S,0.0,0.0,1.0,0
591,592,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",Mrs,0,52.0,Adult,1,1,36947,78.2667,C,1.0,0.0,0.0,1
592,593,"Elsbury, Mr. William James",Mr,1,47.0,Adult,0,3,A/5 3902,7.25,S,0.0,0.0,1.0,0
593,594,"Bourke, Miss. Mary",Miss,0,28.0,Youngadult,2,3,364848,7.75,Q,0.0,1.0,0.0,0
594,595,"Chapman, Mr. John Henry",Mr,1,37.0,Adult,1,2,SC/AH 29037,26.0,S,0.0,0.0,1.0,0
595,596,"Van Impe, Mr. Jean Baptiste",Mr,1,36.0,Adult,2,3,345773,24.15,S,0.0,0.0,1.0,0
596,597,"Leitch, Miss. Jessie Wills",Miss,0,28.0,Youngadult,0,2,248727,33.0,S,0.0,0.0,1.0,1
597,598,"Johnson, Mr. Alfred",Mr,1,49.0,Adult,0,3,LINE,0.0,S,0.0,0.0,1.0,0
598,599,"Boulos, Mr. Hanna",Mr,1,28.0,Youngadult,0,3,2664,7.225,C,1.0,0.0,0.0,0
599,600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",Royalty,1,49.0,Adult,1,1,PC 17485,56.9292,C,1.0,0.0,0.0,1
600,601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",Mrs,0,24.0,Teenager,3,2,243847,27.0,S,0.0,0.0,1.0,1
601,602,"Slabenoff, Mr. Petco",Mr,1,28.0,Youngadult,0,3,349214,7.8958,S,0.0,0.0,1.0,0
602,603,"Harrington, Mr. Charles H",Mr,1,28.0,Youngadult,0,1,113796,42.4,S,0.0,0.0,1.0,0
603,604,"Torber, Mr. Ernst William",Mr,1,44.0,Adult,0,3,364511,8.05,S,0.0,0.0,1.0,0
604,605,"Homer, Mr. Harry (""Mr E Haven"")",Mr,1,35.0,Youngadult,0,1,111426,26.55,C,1.0,0.0,0.0,1
605,606,"Lindell, Mr. Edvard Bengtsson",Mr,1,36.0,Adult,1,3,349910,15.55,S,0.0,0.0,1.0,0
606,607,"Karaic, Mr. Milan",Mr,1,30.0,Youngadult,0,3,349246,7.8958,S,0.0,0.0,1.0,0
607,608,"Daniel, Mr. Robert Williams",Mr,1,27.0,Youngadult,0,1,113804,30.5,S,0.0,0.0,1.0,1
608,609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",Mrs,0,22.0,Teenager,3,2,SC/Paris 2123,41.5792,C,1.0,0.0,0.0,1
609,610,"Shutes, Miss. Elizabeth W",Miss,0,40.0,Adult,0,1,PC 17582,153.4625,S,0.0,0.0,1.0,1
610,611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Mrs,0,39.0,Adult,6,3,347082,31.275,S,0.0,0.0,1.0,0
611,612,"Jardin, Mr. Jose Neto",Mr,1,28.0,Youngadult,0,3,SOTON/O.Q. 3101305,7.05,S,0.0,0.0,1.0,0
612,613,"Murphy, Miss. Margaret Jane",Miss,0,28.0,Youngadult,1,3,367230,15.5,Q,0.0,1.0,0.0,1
613,614,"Horgan, Mr. John",Mr,1,28.0,Youngadult,0,3,370377,7.75,Q,0.0,1.0,0.0,0
614,615,"Brocklebank, Mr. William Alfred",Mr,1,35.0,Youngadult,0,3,364512,8.05,S,0.0,0.0,1.0,0
615,616,"Herman, Miss. Alice",Miss,0,24.0,Teenager,3,2,220845,65.0,S,0.0,0.0,1.0,1
616,617,"Danbom, Mr. Ernst Gilbert",Mr,1,34.0,Youngadult,2,3,347080,14.4,S,0.0,0.0,1.0,0
617,618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Mrs,0,26.0,Youngadult,1,3,A/5. 3336,16.1,S,0.0,0.0,1.0,0
618,619,"Becker, Miss. Marion Louise",Miss,0,4.0,Child,3,2,230136,39.0,S,0.0,0.0,1.0,1
619,620,"Gavey, Mr. Lawrence",Mr,1,26.0,Youngadult,0,2,31028,10.5,S,0.0,0.0,1.0,0
620,621,"Yasbeck, Mr. Antoni",Mr,1,27.0,Youngadult,1,3,2659,14.4542,C,1.0,0.0,0.0,0
621,622,"Kimball, Mr. Edwin Nelson Jr",Mr,1,42.0,Adult,1,1,11753,52.5542,S,0.0,0.0,1.0,1
622,623,"Nakid, Mr. Sahid",Mr,1,20.0,Teenager,2,3,2653,15.7417,C,1.0,0.0,0.0,1
623,624,"Hansen, Mr. Henry Damsgaard",Mr,1,21.0,Teenager,0,3,350029,7.8542,S,0.0,0.0,1.0,0
624,625,"Bowen, Mr. David John ""Dai""",Mr,1,21.0,Teenager,0,3,54636,16.1,S,0.0,0.0,1.0,0
